Index,HIP,Vmag,X,Y,Tipo,Name
1,69673,-0.05,241.81650783968007,1488.7368051864132,Scientific,* alf Boo
2,91262,0.03,1519.297097993971,1286.7947478200724,Scientific,* alf Lyr
3,97649,0.76,1783.7486161319282,868.6366912941164,Scientific,* alf Aql
4,80763,1.06,574.6962648323193,506.4592097374849,Scientific,* alf Sco
5,113368,1.17,2881.2293236491655,402.8781220493948,Scientific,* alf PsA
6,102098,1.25,2053.121016153295,1330.4123968953784,Scientific,* alf Cyg
7,85927,1.62,999.4930853656698,306.46377600265237,Scientific,* lam Sco
8,109268,1.73,2532.810293655725,154.5141653782488,Scientific,* alf Gru
9,62956,1.76,1114.6530292675243,1984.9107979859675,Scientific,* eps UMa
10,90185,1.79,1277.2697234060477,328.5463976708418,Scientific,* eps Sgr
11,15863,1.79,3097.179450477234,1872.470866394176,Scientific,* alf Per
12,54061,1.81,1472.1775527131424,2154.030792530747,Scientific,* alf UMa
13,67301,1.85,916.6037947581348,1848.6333811766272,Scientific,* eta UMa
14,86228,1.86,1060.491267152487,219.33775785911337,Scientific,* tet Sco
15,100751,1.94,1990.8795768898592,24.369728258038347,Scientific,* alf Pav
16,11767,1.97,2032.7108898354952,1902.4813389190972,Scientific,* alf UMi
17,9884,2.01,3574.820552404677,1436.0060553067342,Scientific,* alf Ari
18,3419,2.04,3529.629413706037,655.0792127872229,Scientific,* bet Cet
19,92855,2.05,1441.3277538975867,428.108586214302,Scientific,* sig Sgr
20,112122,2.07,2715.5207749798624,159.27307337000437,Scientific,* bet Gru
21,5447,2.07,3172.543288009561,1456.660608277794,Scientific,* bet And
22,72607,2.07,1594.4180469445298,1863.4161614452992,Scientific,* bet UMi
23,677,2.07,3031.319835170346,1275.10315649923,Scientific,* alf And
24,86032,2.08,1046.9677145390842,1005.6882309390086,Scientific,* alf Oph
25,14576,2.09,3323.588543281353,1777.648237947453,Scientific,* bet Per
26,9640,2.1,3190.2316429741727,1637.2029024649996,Scientific,* gam01 And
27,4427,2.15,2673.4732932079805,1693.60862472951,Scientific,* gam Cas
28,76267,2.22,644.6109823902772,1385.1862973403054,Scientific,* alf CrB
29,65378,2.23,1068.5131198065071,1922.765268575438,Scientific,* zet UMa
30,100453,2.23,1973.9558400116,1266.0265356593052,Scientific,* gam Cyg
31,3179,2.24,2723.5855586070347,1633.8201398949595,Scientific,* alf Cas
32,87833,2.24,1481.5173800213208,1475.656769459572,Scientific,* gam Dra
33,746,2.28,2608.945242297239,1623.9508306848595,Scientific,* bet Cas
34,82396,2.29,733.863936469322,367.57985977632666,Scientific,* eps Sco
35,78401,2.29,392.6384710224464,596.6996292403461,Scientific,* del Sco
36,53910,2.34,1356.649317921764,2195.2743618783697,Scientific,* bet UMa
37,72105,2.35,485.1991652424368,1506.012109192501,Scientific,* eps Boo
38,107315,2.38,2424.3134656905822,892.7296990806498,Scientific,* eps Peg
39,86670,2.39,1061.332711342253,275.6119326053535,Scientific,* kap Sco
40,58001,2.41,1144.5219884684798,2110.5740546124484,Scientific,* gam UMa
41,84012,2.43,804.8283006126309,635.3255374602976,Scientific,* eta Oph
42,113881,2.44,2752.3772280853696,1183.903606711482,Scientific,* bet Peg
43,105199,2.45,2140.323322850201,1556.756527054697,Scientific,* alf Cep
44,102488,2.48,2082.2378895234588,1186.0542279351164,Scientific,* eps Cyg
45,113963,2.49,2842.9837734270036,1018.0092091833906,Scientific,* alf Peg
46,81377,2.54,615.4418220031811,747.0578522121828,Scientific,* zet Oph
47,78820,2.56,419.3026177248923,638.2072689412287,Scientific,* bet01 Sco
48,93506,2.6,1490.7056576140565,378.6547582643067,Scientific,* zet Sgr
49,74785,2.61,159.83263980113182,886.698121023713,Scientific,* bet Lib
50,77070,2.63,424.43762335093487,1087.2409342253322,Scientific,* alf Ser
51,8903,2.64,3575.390920579074,1371.0267137402373,Scientific,* bet Ari
52,6686,2.66,2729.8293365090917,1727.0548767238608,Scientific,* del Cas
53,67927,2.68,165.55644544496892,1543.6586026337927,Scientific,* eta Boo
54,85696,2.7,984.474172443727,304.642156012367,Scientific,* ups Sco
55,97278,2.72,1760.3905371202238,892.152235742525,Scientific,* gam Aql
56,89931,2.72,1244.742960011355,392.02664335954944,Scientific,* del Sgr
57,80331,2.73,1399.7435034918797,1679.4747408015858,Scientific,* eta Dra
58,79593,2.73,510.26219259562686,882.5388984745452,Scientific,* del Oph
59,86742,2.76,1051.4270789857123,889.1118322101478,Scientific,* bet Oph
60,84345,2.78,953.4320159348476,1054.2937894048955,Scientific,* alf Her
61,80816,2.78,803.3624159727298,1213.516078560447,Scientific,* bet Her
62,85670,2.79,1410.770942919689,1509.5310733786112,Scientific,* bet Dra
63,81693,2.81,971.2064238675136,1324.9575140490283,Scientific,* zet Her
64,81266,2.82,619.4583428898715,472.7977721466441,Scientific,* tau Sco
65,90496,2.82,1276.999026748989,449.454922851776,Scientific,* lam Sgr
66,1067,2.83,3194.4577865094634,1100.832803493592,Scientific,* gam Peg
67,18246,2.84,3595.6680371789366,1843.4270732019295,Scientific,* zet Per
68,107556,2.85,2472.474272299756,556.4070992603854,Scientific,* del Cap
69,97165,2.86,1828.5118386907184,1334.3988038577202,Scientific,* del Cyg
70,94141,2.88,1523.2764330690484,493.2962900746915,Scientific,* pi. Sgr
71,63125,2.89,612.2568352873509,1926.339868300329,Scientific,* alf02 CVn
72,78265,2.89,393.3518251180376,538.6805056203791,Scientific,* pi. Sco
73,106278,2.9,2374.167789961554,688.5369846348606,Scientific,* bet Aqr
74,80112,2.9,523.4180630328385,527.0271504362972,Scientific,* sig Sco
75,18532,2.9,3368.8366418526375,1909.2332230752424,Scientific,* eps Per
76,14328,2.91,2993.5935405358414,1848.705733661976,Scientific,* gam Per
77,112158,2.93,2640.779556105621,1192.2204463175026,Scientific,* eta Peg
78,109074,2.95,2569.5947655031337,770.6926821351198,Scientific,* alf Aqr
79,88635,2.98,1156.9146061849845,389.5973812025659,Scientific,* gam02 Sgr
80,93747,2.99,1540.8723177624947,949.8320430270518,Scientific,* zet Aql
81,87073,2.99,1096.7648879952285,258.4009209383094,Scientific,* iot01 Sco
82,75097,3.0,1550.550266064795,1825.5550466769648,Scientific,* gam UMi
83,82514,3.0,769.9194844774077,307.8260464082108,Scientific,* mu.01 Sco
84,108085,3.0,2488.998259219123,279.6955556804075,Scientific,* gam Gru
85,10064,3.0,3358.8862282841937,1575.9166791037292,Scientific,* bet Tri
86,17358,3.01,3154.3522799520283,1906.7457010297371,Scientific,* del Per
87,71075,3.04,692.474703463213,1659.2903483660048,Scientific,* gam Boo
88,100345,3.05,1952.4082545029291,561.5320008378718,Scientific,* bet01 Cap
89,95947,3.05,1714.1449186205134,1119.676323988087,Scientific,* bet01 Cyg
90,94376,3.07,1835.6222648612325,1628.926224093816,Scientific,* del Dra
91,89642,3.1,1248.8376117542805,297.69650698444855,Scientific,* eta Sgr
92,101772,3.11,2050.064272085435,145.33123585667676,Scientific,* alf Ind
93,84379,3.12,1042.8951229200552,1191.2975201584245,Scientific,* del Her
94,84380,3.16,1167.7699012856372,1342.0907933884073,Scientific,* pi. Her
95,92041,3.17,1385.0737230986365,421.877910688448,Scientific,* phi Sgr
96,83895,3.17,1557.7564494037351,1677.2825755821175,Scientific,* zet Dra
97,83000,3.19,828.5718563175595,1008.5026172179654,Scientific,* kap Oph
98,87261,3.19,1091.644839425574,301.9128337501895,Scientific,* G Sco
99,104732,3.21,2214.2189318348073,1142.9156204995315,Scientific,* zet Cyg
100,116727,3.21,2242.771014365697,1787.781992765741,Scientific,* gam Cep
101,89962,3.23,1244.8993811783755,756.9489306554177,Scientific,* eta Ser
102,79882,3.23,527.7212604721009,861.4351954109923,Scientific,* eps Oph
103,106032,3.23,2127.612198080489,1659.663184041461,Scientific,* bet Cep
104,99473,3.24,1895.940207216161,740.993951264994,Scientific,* tet Aql
105,93194,3.25,1581.0408701614217,1195.3009409132994,Scientific,* gam Lyr
106,113136,3.27,2879.5852218002196,592.1888646631443,Scientific,* del Aqr
107,3092,3.27,3135.308729891294,1345.59238673908,Scientific,* del And
108,84970,3.27,882.7161372203659,489.9567978744734,Scientific,* tet Oph
109,75458,3.29,1250.3984288913773,1733.378573436995,Scientific,* iot Dra
110,93864,3.32,1512.8523693290756,406.7254316698873,Scientific,* tau Sgr
111,14354,3.32,3374.092716409045,1753.052255999502,Scientific,* rho Per
112,84143,3.32,926.0698306472613,221.37596370399905,Scientific,* eta Sco
113,59774,3.32,1193.6365578324549,2059.7999157488093,Scientific,* del UMa
114,88048,3.32,1100.5999441207132,679.7488899851245,Scientific,* nu. Oph
115,8886,3.35,2684.321621261537,1790.3277661330303,Scientific,* eps Cas
116,41704,3.35,2018.384587508302,2277.329377223457,Scientific,* omi UMa
117,95501,3.36,1631.073730435036,802.0656130709139,Scientific,* del Aql
118,109492,3.39,2312.405864590303,1520.3649535672791,Scientific,* zet Cep
119,102422,3.41,2051.461736833307,1542.5058125944904,Scientific,* eta Cep
120,112029,3.41,2739.3254107733555,940.0686467948326,Scientific,*  42 Peg
121,86974,3.42,1213.402306254605,1191.2012859850283,Scientific,* mu.01 Her
122,8796,3.42,3417.9297565103725,1476.655201243216,Scientific,* alf Tri
123,93805,3.43,1507.1671487672031,705.8476925447792,Scientific,* lam Aql
124,3821,3.46,2717.0769061177157,1657.207635647244,Scientific,* eta Cas
125,74666,3.46,695.1476187007835,1505.5599111396864,Scientific,* del Boo
126,5364,3.46,3661.3280970436094,813.8971273723407,Scientific,* eta Cet
127,81833,3.48,1074.5848096845498,1411.3938698708291,Scientific,* eta Her
128,112623,3.49,2712.137128936245,98.58891053689992,Scientific,* eps Gru
129,8102,3.49,3881.588579872539,771.4039662816733,Scientific,* tau Cet
130,73555,3.49,800.8215612122417,1610.821258708679,Scientific,* bet Boo
131,90422,3.49,1349.2330611709983,169.3731894892588,Scientific,* alf Tel
132,112724,3.5,2332.8251401488333,1637.741712156158,Scientific,* iot Cep
133,98337,3.51,1840.3964718625716,1003.162174125786,Scientific,* gam Sge
134,112748,3.51,2710.9724064628954,1126.3570384398477,Scientific,* mu. Peg
135,109427,3.52,2580.304826231838,858.1568995367435,Scientific,* tet Peg
136,93085,3.52,1450.8500594578086,496.0521665272952,Scientific,* ksi02 Sgr
137,92420,3.52,1543.9481839987611,1209.2421783625246,Scientific,* bet Lyr
138,86263,3.54,967.4925794588823,617.4429306234833,Scientific,* ksi Ser
139,77516,3.54,374.21888996418386,926.5425661665248,Scientific,* mu. Ser
140,89937,3.55,1785.3245186315175,1709.3069801948811,Scientific,* chi Dra
141,82545,3.56,772.3017331122016,308.10940951879826,Scientific,* mu.02 Sco
142,1562,3.56,3372.784468634792,768.172156013588,Scientific,* iot Cet
143,71053,3.57,516.8172116792721,1578.3116660545468,Scientific,* rho Boo
144,100064,3.58,1934.5120957399704,590.3060619563997,Scientific,* alf02 Cap
145,7607,3.59,3001.942786250597,1645.6418209415358,Scientific,* ups Per
146,6537,3.6,3740.6229506871623,871.2957184607003,Scientific,* tet Cet
147,13209,3.61,3622.34355650385,1597.3974040204623,Scientific,*  41 Ari
148,82729,3.62,822.636607260891,239.28651837638697,Scientific,* zet02 Sco
149,113726,3.62,2623.2240827240616,1360.9691069430562,Scientific,* omi And
150,7097,3.62,3561.3633080209106,1244.2478950373788,Scientific,* eta Psc
151,101769,3.64,2047.8033325842812,937.486295298534,Scientific,* bet Del
152,46733,3.65,1789.3255702453264,2230.005392330186,Scientific,* h UMa
153,110960,3.65,2703.4615309227875,787.9892294718799,Scientific,* zet Aqr
154,88714,3.65,1274.044665670095,114.25533253197835,Scientific,* tet Ara
155,77233,3.65,532.6930192300703,1212.4103455027266,Scientific,* bet Ser
156,75695,3.66,659.4861539586951,1429.234961599434,Scientific,* bet CrB
157,103227,3.67,2125.6925121089016,2.4790324722070363,Scientific,* bet Ind
158,68756,3.67,1324.0295788862848,1881.7751380773427,Scientific,* alf Dra
159,114341,3.68,2966.8196764640147,527.1496770600047,Scientific,* c02 Aqr
160,97365,3.68,1778.4907338458518,993.5082993488128,Scientific,* del Sge
161,106985,3.69,2430.540630293959,547.3271308888383,Scientific,* gam Cap
162,57399,3.69,1000.3070359453792,2142.4335502927097,Scientific,* chi UMa
163,2920,3.69,2763.6799975440044,1602.6100076547327,Scientific,* zet Cas
164,87933,3.7,1277.6011077651538,1199.0984769120528,Scientific,* ksi Her
165,114971,3.7,2970.2457712940563,871.0812563300892,Scientific,* gam Psc
166,98036,3.71,1807.0827346965164,836.0673568125629,Scientific,* bet Aql
167,77622,3.71,439.8226279817587,1045.7476753229023,Scientific,* eps Ser
168,88771,3.71,1206.3508281899417,933.8167997234118,Scientific,*  72 Oph
169,28358,3.72,2724.200765637416,2206.782493144799,Scientific,* del Aur
170,104060,3.72,2149.364813670866,1316.1852905620456,Scientific,* ksi Cyg
171,87585,3.73,1534.1443391644227,1542.0457731918673,Scientific,* ksi Dra
172,72220,3.73,90.70942049800628,1144.641058941745,Scientific,* 109 Vir
173,112961,3.73,2859.207715444372,703.14271682958,Scientific,* lam Aqr
174,80170,3.74,739.4684878577148,1196.5152854099435,Scientific,* gam Her
175,8645,3.74,3904.878083686812,883.6119123730829,Scientific,* zet Cet
176,104887,3.74,2204.75599249653,1243.3562289483534,Scientific,* tau Cyg
177,87108,3.75,1068.6413868303875,859.6204391662009,Scientific,* gam Oph
178,93683,3.76,1493.1306281544855,485.409254198353,Scientific,* omi Sgr
179,95853,3.76,1795.745022215977,1423.0063547100017,Scientific,* iot Cyg
180,111169,3.76,2441.0610248672056,1434.638345479657,Scientific,* alf Lac
181,17529,3.77,3298.559733891245,1887.331955265888,Scientific,* nu. Per
182,109176,3.77,2495.116026011909,1103.818321362809,Scientific,* iot Peg
183,105881,3.77,2348.3862288157916,469.469309370727,Scientific,* zet Cap
184,13268,3.77,2923.9210802881507,1833.789233688733,Scientific,* eta Per
185,101958,3.77,2058.8618168105004,954.44163003832,Scientific,* alf Del
186,71795,3.78,232.6712764379156,1340.8656527497385,Scientific,* zet Boo
187,102618,3.78,2112.948012084854,629.7179867401773,Scientific,* eps Aqr
188,48319,3.78,1667.861164512113,2262.1609226255728,Scientific,* ups UMa
189,14668,3.79,3223.835536840351,1808.7951530058572,Scientific,* kap Per
190,99675,3.8,1944.1970366236417,1349.6710831904877,Scientific,*  31 Cyg
191,76276,3.8,421.9294123589263,1166.715613220476,Scientific,* del Ser
192,94779,3.8,1760.7265023592126,1448.3749222688923,Scientific,* kap Cyg
193,116584,3.81,2705.965109703282,1447.127979488481,Scientific,* lam And
194,76952,3.81,668.1917275651434,1363.182463541241,Scientific,* gam CrB
195,56211,3.82,1582.3537149267254,2067.9719994713137,Scientific,* lam Dra
196,9487,3.82,3856.3677144336634,1126.3193785898438,Scientific,* alf Psc
197,80883,3.82,634.8808217279608,942.1343773820728,Scientific,* lam Oph
198,86414,3.82,1363.2518263161503,1425.956554586652,Scientific,* iot Her
199,89341,3.84,1186.3795045626428,515.5165766459356,Scientific,* mu. Sgr
200,97433,3.84,1924.908539697872,1653.322301432704,Scientific,* eps Dra
201,88794,3.84,1319.158120094079,1183.5773435038277,Scientific,* omi Her
202,17448,3.84,3580.0912873121297,1814.5021771822228,Scientific,* omi Per
203,78072,3.85,582.4388852056393,1195.498418621455,Scientific,* gam Ser
204,91117,3.85,1318.2582460301328,676.9323547984587,Scientific,* alf Sct
205,61281,3.85,1511.4830930527332,1999.7911296101308,Scientific,* kap Dra
206,90139,3.85,1353.6726133034515,1079.6754476425235,Scientific,* 109 Her
207,110395,3.86,2664.6330077134503,765.4882565519015,Scientific,* gam Aqr
208,4436,3.86,3082.841391758083,1466.356736807887,Scientific,* mu. And
209,87808,3.86,1338.0268291834666,1301.6394887982724,Scientific,* tet Her
210,97804,3.87,1786.1134326483098,767.2994934977547,Scientific,* eta Aql
211,78104,3.87,395.2851455152789,486.8843011616012,Scientific,* rho Sco
212,8832,3.88,3595.4319728493615,1348.306864270832,Scientific,* gam Ari
213,114421,3.88,2874.4793476795244,186.20972811602903,Scientific,* iot Gru
214,98110,3.89,1852.677904473819,1203.2789869958954,Scientific,* eta Cyg
215,76333,3.91,246.9154823957883,762.3948267755051,Scientific,* gam Lib
216,79992,3.91,1114.664964759367,1530.343108900094,Scientific,* tau Her
217,95168,3.92,1593.944642769556,531.3963776573618,Scientific,* rho01 Sgr
218,104987,3.92,2270.651547097636,823.4549491964165,Scientific,* alf Equ
219,83207,3.92,1040.8644191645312,1288.6854809944875,Scientific,* eps Her
220,88192,3.93,1142.025532058985,851.1385037722051,Scientific,*  67 Oph
221,78933,3.93,428.1168882111364,622.3496945485242,Scientific,* ome Sco
222,13531,3.93,3007.6427739535725,1823.5505833443688,Scientific,* tau Per
223,103413,3.94,2122.3813156510723,1279.509782903629,Scientific,* nu. Cyg
224,9598,3.95,2472.648585871451,1848.6413693169443,Scientific,*  50 Cas
225,99848,3.96,1952.349657198324,1361.9427181911665,Scientific,* omi02 Cyg
226,115438,3.96,3048.68560860298,551.0146555556338,Scientific,* b01 Aqr
227,19343,3.96,3144.5414082521565,1970.235368785784,Scientific,* c Per
228,95241,3.96,1642.2515173283389,183.9781290072151,Scientific,* bet01 Sgr
229,95347,3.96,1637.8769813432475,234.0421158009853,Scientific,* alf Sgr
230,110997,3.97,2663.6146388422508,203.74759844915872,Scientific,* del01 Gru
231,112440,3.97,2700.374416451413,1109.9722210297114,Scientific,* lam Peg
232,106481,3.98,2259.7306563867537,1345.66675898865,Scientific,* rho Cyg
233,18614,3.98,3487.4559226794813,1887.4095754837815,Scientific,* ksi Per
234,65477,3.99,1069.9002457064155,1920.3215097248892,Scientific,* g UMa
235,79374,4.0,457.9005174803396,636.4796735163078,Scientific,* nu. Sco
236,78527,4.01,1301.2584585585414,1678.944552813882,Scientific,* tet Dra
237,101076,4.01,2003.8505843974488,1139.2403927301905,Scientific,*  41 Cyg
238,8068,4.01,2968.8077115721644,1674.3977027072171,Scientific,* phi Per
239,93429,4.02,1479.0057481989545,696.6409838010852,Scientific,* i Aql
240,93244,4.02,1513.1129135332094,968.5130623823022,Scientific,* eps Aql
241,118268,4.03,3184.9017893924583,967.8103737478788,Scientific,* ome Psc
242,10670,4.03,3401.968546369041,1582.4500166424032,Scientific,* gam Tri
243,101421,4.03,2024.277220026563,895.2333359036119,Scientific,* eps Del
244,88601,4.03,1167.969219638146,841.276491013346,Scientific,*  70 Oph
245,23522,4.03,2712.9716690579166,2078.7405794598503,Scientific,* bet Cam
246,111497,4.04,2741.6528203015428,791.0369577842622,Scientific,* eta Aqr
247,70497,4.04,1008.1939345838806,1784.0899821965863,Scientific,* tet Boo
248,14632,4.05,3098.631446186919,1837.0022564171695,Scientific,* iot Per
249,112716,4.05,2848.2410176718327,619.4650931245101,Scientific,* tau Aqr
250,110991,4.07,2363.1426213976406,1532.9391260554644,Scientific,* del Cep
251,92862,4.08,1627.1301157925247,1340.1799484162746,Scientific,*  13 Lyr
252,104139,4.08,2224.244640427924,532.5891879049769,Scientific,* tet Cap
253,3693,4.08,3254.8858154617037,1276.354795885073,Scientific,* zet And
254,105502,4.08,2282.2580365517274,1012.0963398584756,Scientific,*   1 Peg
255,77450,4.09,578.1734172456693,1244.4841057889666,Scientific,* kap Ser
256,94160,4.1,1556.2862279957674,252.43712442122077,Scientific,* bet CrA
257,90568,4.1,1379.6693009743478,126.84064488895086,Scientific,* zet Tel
258,12777,4.1,3090.024573635671,1780.5809158526342,Scientific,* tet Per
259,7513,4.1,3146.386550769141,1572.3843657134073,Scientific,* ups And
260,94114,4.11,1548.9805108633009,271.43188412075614,Scientific,* alf CrA
261,98032,4.12,1815.7477517853652,215.442357978806,Scientific,* iot Sgr
262,111043,4.12,2664.9552441721685,200.3771882890812,Scientific,* del02 Gru
263,19812,4.12,3119.273944084501,1987.5370849308017,Scientific,* mu. Per
264,102978,4.12,2137.8074142776004,406.7894239850507,Scientific,* ome Cap
265,116771,4.13,3086.37545345944,927.1203870391154,Scientific,* iot Psc
266,102485,4.13,2103.859338259718,427.553711308833,Scientific,* psi Cap
267,77853,4.13,351.0865858940522,703.7094710848461,Scientific,* tet Lib
268,107354,4.14,2382.532322558367,1095.7376012045909,Scientific,* kap Peg
269,78159,4.14,734.0805841722167,1341.1423146399195,Scientific,* eps CrB
270,109937,4.14,2471.9788553436574,1267.575234096373,Scientific,*   1 Lac
271,76127,4.14,715.0784901502741,1445.4208057354,Scientific,* tet CrB
272,116805,4.15,2741.911413288193,1425.103870856356,Scientific,* kap And
273,85112,4.15,1205.5014568366498,1335.6486242331634,Scientific,* rho Her
274,85340,4.16,906.9637909059528,499.19803580444466,Scientific,* b Oph
275,2599,4.17,2588.496161228158,1686.9770203224991,Scientific,* kap Cas
276,110003,4.17,2646.6049909001517,678.3912310523566,Scientific,* tet Aqr
277,81304,4.18,661.2393440108397,359.32416269043335,Scientific,* H Sco
278,111954,4.18,2786.441569769255,431.2976983696987,Scientific,* eps PsA
279,69732,4.18,854.8687581576359,1762.3913183358825,Scientific,* lam Boo
280,109857,4.18,2333.7759494719194,1508.2253431786964,Scientific,* eps Cep
281,92043,4.19,1459.9220406212632,1047.7867356775184,Scientific,* 110 Her
